companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
Lyon & Billard Lumber Co.,https://www.thomasnet.com/company/lyon-billard-lumber-co-466677/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Flyon-billard.com.webp&w=256&q=75,"Distributor* , Custom Manufacturer",$25 - 49.9 Mil Revenue,1848.0,"Distributor of lumber products, building materials, doors, windows & millwork.",No
Discount Glass & Mirror,https://www.thomasnet.com/company/discount-glass-mirror-30980852/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"San Diego, CA 92121",,Custom Manufacturer*,$10 - 24.9 Mil Revenue,,"Custom manufacturer of glass products including mirrors, cabinets, doors, and enclosures. Countertops, glass shelves, railing systems, tabletops, picture framing, mirror walls, and glass entrances are also offered. Installation is provided as a secondary service.",No
"JayComp Development, Inc.",https://www.thomasnet.com/company/jaycomp-development-inc-30534588/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Ravia, OK 73455",,Distributor*,$1 - 4.9 Mil Revenue,2009.0,Convenience store design services & distributor of convenience store equipment.,No
Reeb Millwork Corp.,https://www.thomasnet.com/company/reeb-millwork-corp-978160/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,,/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Freeb.com.png&w=256&q=75,"Custom Manufacturer* , Manufacturer",$5 - 9.9 Mil Revenue,,"Manufacturer of doors, columns, posts, frames, stains and clads. Types include storm, fire,  wood site and rail, flush and moulded, interior and exterior doors. Made from fibreglass, wood, aluminium and steel. Other products such as window and door trim, shutters, mouldings, louvres and railing systems. Suitable for doctor’s offices, banks, churches, small office buildings, small hotels, strip mall applications.",No
"East Coast Laminating Co., Inc.",https://www.thomasnet.com/company/east-coast-laminating-co-inc-585127/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Cumberland, RI 02864",,"Custom Manufacturer* , Finishing Service Company, Manufacturer, Service Company",$1 Mil Revenue,1987.0,"Custom manufacturer of architectural wood and mill work products for commercial, institutional and residential applications. Capabilities include composite panels, furniture, mantels, kitchen cabinets, entry ways, bathroom vanities, desks, sales counters, doors, drawer fronts, balusters, columns, benches and bowls.",No
Showcase Windows,https://www.thomasnet.com/company/showcase-windows-10071244/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Houston, TX 77023",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fshowcasewindows.com.png&w=256&q=75,"Custom Manufacturer* , Manufacturer, Service Company",$10 - 24.9 Mil Revenue,1995.0,Custom Vinyl Windows & Doors,No
"Action Windows, Inc.",https://www.thomasnet.com/company/action-windows-inc-827976/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"West Hartford, CT 06110",,Manufacturer*,$1 - 4.9 Mil Revenue,1985.0,Manufacturer & svc installation.,No
Specialty Aluminum Products Limited,https://www.thomasnet.com/company/specialty-aluminum-products-limited-10092464/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Blenheim, ON N0P1A0",,"Manufacturer* , Custom Manufacturer",$1 - 4.9 Mil Revenue,1996.0,"Custom manufacturer of windows and access doors for commercial applications. Egress, picture, port, horizontal and vertical sliding windows are available. Pit boxes are also offered.",No
EasyClosets.com,https://www.thomasnet.com/company/easyclosets-com-30755504/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Pine Brook, NJ 07058",,Custom Manufacturer*,$5 - 9.9 Mil Revenue,1998.0,"Custom manufacturer of closets for residential and commercial sectors. Products include pantries, garages, laundry rooms, entryways, entertainment areas, glass doors, shelvings, wall units and living spaces.",No
Euclid Glass,https://www.thomasnet.com/company/euclid-glass-30980903/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Willoughby, OH 44094",/_sda/_next/image?url=https%3A%2F%2Freports.thomasnet.com%2Ftnetdash%2Flogos%2Feuclidglassdoor.gif&w=256&q=75,"Distributor* , Service Company",$5 - 9.9 Mil Revenue,1984.0,"Installation, repair, and replacement services for glass products including storefronts and entrances. Door repair, glazing, and maintenance services are also offered. Distributor of insulating, tempered, window, safety, patterned, and door glass. Serves businesses, chain stores, restaurants, gas stations, hotels, and universities.",No
Metro Building Supplies Ltd.,https://www.thomasnet.com/company/metro-building-supplies-ltd-30691042/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Charlottetown, PE C1A9R9",,Distributor*,$5 - 9.9 Mil Revenue,1969.0,,No
Westeck Windows Mfg. Inc.,https://www.thomasnet.com/company/westeck-windows-mfg-inc-30798444/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Chilliwack, BC V2R5R8",,Manufacturer*,$10 - 24.9 Mil Revenue,,"Manufacturer of window and door products. Markets served include commercial, institutions and residential sectors.",No
Ozone Park Lumber Industries,https://www.thomasnet.com/company/ozone-park-lumber-industries-30081310/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"South Ozone Park, NY 11420",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fozoneparklumber.com.png&w=256&q=75,Distributor*,$5 - 9.9 Mil Revenue,,"Distributor of dimension lumber, crating lumber, fire retardant lumber, sheetrock, insulation,mason supplies, doors, windows, roofing materials, flakeboard, fastener equipment, metal studs & building equipment.",No
Total Maintenance Solutions,https://www.thomasnet.com/company/total-maintenance-solutions-30383324/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Taylors, SC 29687",,"Distributor* , Custom Manufacturer",$5 - 9.9 Mil Revenue,2007.0,"Distributor of custom doors with mounting hardware. Materials used include baked enamel steel, stainless steel, plastic laminate, solid plastic or phenolic.",No
Heart of Oak Workshop,https://www.thomasnet.com/company/heart-of-oak-workshop-30751361/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Irvine, CA 92618",,Custom Manufacturer*,$1 Mil Revenue,1989.0,"Custom manufacturer of wooden furniture. Products include exterior and interior entry doors, cabinets, furnishings, coffee, dining, lamp and writing tables, chairs, bookcases, bowls, vases and urns.",No
Beard Lumber CO,https://www.thomasnet.com/company/beard-lumber-co-30173582/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Old Saybrook, CT 06475",,"Manufacturer* , Distributor",$1 - 4.9 Mil Revenue,1982.0,"Manufacturer Of Doors & Pre-hung Door Units. Also Distributes Windows, Shingles, Insulation, Siding & Lumber.",No
UNLIMITED MARINE MFG,https://www.thomasnet.com/company/unlimited-marine-mfg-30866620/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Hialeah, FL 33016",,Custom Manufacturer*,$250 Mil. and over Revenue,2019.0,"Custom manufacturer of marine equipment for ships, boats and watercraft needs. Products include windows, doors, hatches, portlights, windshields, wheel and pilot houses. Hinged, fixed and sliding windows are available. Doors and hatches are made from aluminum, stainless steel, steel and other materials. Pilot houses are offered with ladders, railings, enclosures, storage compartments and consoles. Houses meets ABS and U.S coast guard specifications. Made in the USA.",No
SUNFLEX-Wall-Systems LP,https://www.thomasnet.com/company/sunflex-wall-systems-lp-30753647/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Naples, FL 34104",,Manufacturer*,$1 Mil Revenue,2015.0,"Manufacturer of folding sliding systems (folding door systems), slide and turn systems and horizontal sliding wall systems (HSW). Products include aluminum and glass doors. Applications include glazed folding doors, terrace and conservatory glazing, balcony and façade glazing, store entrances, room dividers, and dividing walls. Markets served include living spaces, glazing, and door industries.",No
Door Masters of Texas,https://www.thomasnet.com/company/door-masters-of-texas-30204500/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Houston, TX 77066",,Manufacturer*,$1 Mil Revenue,,Manufacturer Of Mahogany & Beveled Glass Doors.,No
Miller Weather Tite Co.,https://www.thomasnet.com/company/miller-weather-tite-co-1147039/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Baltimore, MD 21223",,"Manufacturer* , Distributor, Service Company",,,"Aluminum Doors, Windows, Screens, Porches",No
Evans Glass Company,https://www.thomasnet.com/company/evans-glass-company-30981080/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Nashville, TN 37217",,Custom Manufacturer*,$5 - 9.9 Mil Revenue,1956.0,"Custom manufacturer of glass products. Design, fabrication, glazing, and installation services are offered. Entrances, storefronts, curtain walls, window systems, partitions, and handrails are also provided.",No
"CCI Industries, Inc.",https://www.thomasnet.com/company/cci-industries-inc-705026/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Costa Mesa, CA 92626",,Manufacturer*,$10 - 24.9 Mil Revenue,,"Manufacturer of commercial and industrial doors. Products include interior swing doors, screen doors, strip doors, stainless steel doors, and air curtains, as well as fly traps, bakery rack covers, artificial foods, and broilers/grillers.",No
SUNRISE SPECIALTY COMPANY,https://www.thomasnet.com/company/sunrise-specialty-company-30826178/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"OAKLAND, CA 94603",,Manufacturer*,$5 - 9.9 Mil Revenue,,"Manufacturer of bathtubs and parts. Products include lavatories, hand showers, tub fills, water closets, and curtain rods, salvaging doors, windows, fireplace mantels, shower curtain rings and faucets.",No
"EZ Lock Shutters & Glass, Inc.",https://www.thomasnet.com/company/ez-lock-shutters-glass-inc-30801780/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=15,"Miami, FL 33157",,Manufacturer*,,,"Manufacturer of hurricane and storm shutters. Products include storm panels, accordion and roll-down shutters, hurricane garage door and windows.",No
Avon Cabinet Corp.,https://www.thomasnet.com/company/avon-cabinet-corp-1305106/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Bradenton, FL 34203",,"Manufacturer* , Service Company",$5 - 9.9 Mil Revenue,,Manufacturer of wooden products for the commercial and residential sectors. Selection include wooden cabinets and doors.,No
Karpen Steel Custom Doors & Frames,https://www.thomasnet.com/company/karpen-steel-custom-doors-frames-2583/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Weaverville, NC 28787",,Manufacturer*,$1 Mil Revenue,1977.0,Manufacturer of doors.,No
Supreme Window & Door Ltd.,https://www.thomasnet.com/company/supreme-window-door-ltd-30689240/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Edmonton, AB T5M1V3",,Manufacturer*,$1 - 4.9 Mil Revenue,1989.0,,No
Edwards Building Center,https://www.thomasnet.com/company/edwards-building-center-30943602/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Edwards, CO 81632",,Distributor*,,1970.0,"Distributor of building products for builders and contractors. Windows, doors, trusses, insulation and wood products are available.",No
"Opcon USA, LP",https://www.thomasnet.com/company/opcon-usa-lp-30753799/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Oceanside, CA 92054",,Manufacturer*,$1 Mil Revenue,2011.0,Manufacturer of automatic door operator conversion systems for swinging and sliding door applications. Markets served include automatic door and glass industries.,No
Mister Boardwalk,https://www.thomasnet.com/company/mister-boardwalk-30754599/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Arkansas City, KS 67005",,Manufacturer*,,,"Manufacturer of boardwalks. Products include roll out and modular walkways, patio, roof, balcony and terrace decks, shower, bath, hot tub and sauna mats, plant trivits and deck protectors. Markets served include residential and commercial sectors.",No
R. O. Projects,https://www.thomasnet.com/company/r-o-projects-30981289/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=16,"Sunrise, FL 33351",,Custom Manufacturer*,,,"Custom manufacturer of windows and doors. Shower doors, office partitions, glass railings, wine cellars, and mirrors are offered.",No
